S3_URL,50_word_description
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/elena/images/1750492626_1749295108_1(12).jpeg,"Blonde hair, green eyes, full lips, neutral expression, confident gaze, direct eye contact, standing, posing, indoors, dressing room, closet, clothing background, black, white, silver, rhinestone-studded bra, matching ornate bottoms, chains, body jewelry, midriff visible, navel piercing, prominent décolletage, fair skin, upright posture"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/elena/images/1750492626_1749295112_1(16).jpeg,"Blonde, long wavy hair, striking green eyes, full makeup, vibrant red lipstick, alluring direct gaze, slightly parted lips, confident pose, standing, indoors, textured beige wall, red lace bra, prominent cleavage, slender body, sensual attire, seductive, fashionable, elegant, expressive, captivating, glamorous, well-groomed, bright, vibrant, inviting, bold, striking, attractive, charming, beautiful, woman, model, studio lighting, upper body shot, smooth skin, perfectly styled."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/elena/videos/1750492627_1749295105_Elena5.mp4,"Blonde hair, green eyes, fair skin, confident gaze, alluring expression, full lips, black lace bra, black lace panties, sensual pose, attractive figure, luxurious bedroom setting, warm dim lighting, soft textured background, indoors, direct eye contact, elegant, detailed lace, long wavy hair, seductive, partial view of upper body and torso, sophisticated ambiance"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/elena/videos/1750492627_1749295103_Elena007.mp4,"Blonde woman, elegant, glamorous, white, silver, strapless, embellished, beaded, bustier, top, dangling, pearls, fringe, matching, high-cut, briefs, bottoms, luxurious, oval, earrings, multi-strand, bracelet, sitting, poised, serene, seductive, gaze, downcast, lips, parted, indoor, studio, light, background, upholstered, bench, cream, bared, thighs, smooth, skin, shapely, figure, jewelry, sophisticated, pose"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/elena/images/1750492627_1749295106_1(26).jpeg,"Blonde, woman, green eyes, fair skin, plump lips, direct gaze, slight smile, confident, relaxed, posing, indoors, soft lighting, beige, nude, sequined, beaded, lace, bra, lingerie, cleavage, midriff, exposed, shoulders, natural, beautiful, alluring, serene, intimate, close-up, headshot, upper body, long hair, wavy, makeup, seductive, glowing skin, slender, appealing, modern, elegant, fashionable, detailed, luxurious, graceful, attractive, striking, smooth, delicate"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/elena/images/1750492627_1749295114_1(31).jpeg,"Blonde wavy hair, green eyes, full lips, fair skin, white lace bra, floral pattern, black lace thong, gold ring detail, black garter, indoors, intimate setting, direct gaze, confident expression, slightly parted lips, prominent cleavage, toned midriff, seductive pose, upper body."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/elena/videos/1750492627_1749295111_Elena002.mp4,"Blonde, long wavy hair, red lipstick, dark eye makeup, large dangling pearl earrings, black strapless corset, white pearl embellishments, crisscross lacing detail, black sheer pantyhose, black high heels, elegant posture, sitting, piano bench, polished black grand piano, opulent room, golden ornate walls, luxurious setting, poised, confident, direct gaze, alluring, seductive, one leg crossed, hand resting on bench, sophisticated, classic elegance"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/elena/images/1750492627_1749295103_1(47).jpeg,"Long blonde wavy hair, fair skin, striking green eyes, full makeup, defined eyebrows, long eyelashes, glossy pink lips, slightly parted mouth, direct seductive gaze, confident facial expression, black mesh sequined bodysuit, deep plunging V-neckline, transparent fabric, significant cleavage displayed, hand raised, touching hair, upper body shot, sitting, posing, indoor location, dark blurred background, soft lighting, luxurious environment, alluring body language"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/elena/images/1750492627_1749295102_1(34).jpeg,"long blonde wavy hair, green eyes, confident direct gaze, alluring expression, full pink lips, sparkling silver crystal-embellished sheer strapless low-cut high-cut bodysuit, deep cleavage, diamond earrings, slender figure, standing, poised, luxurious golden lit hallway, elegant pillars, glamorous, opulent, shimmering attire, revealing hip-high cut"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/elena/images/1750492627_1749295105_1(25).jpeg,"Blonde hair, confident expression, bold red lipstick, striking green eyes, sparkling rhinestone dangle earrings, black embellished deep V-neck bodysuit, prominent cleavage, alluring pose, glamorous attire, showgirl style, dark background, blurry stage lights, sensual, elegant, detailed, ornate, up-close shot, fair skin, seductive gaze, direct eye contact, shoulders visible, luxurious, vibrant makeup, chest focus, low cut"
