S3_URL,50_word_description
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824350_lara_(3).png,"Off-white knit cardigan, long-sleeved, ribbed, worn off-shoulder, exposing décolletage, round gold-rimmed sunglasses, reflective lenses, long wavy blonde hair, sun-kissed, pink lipstick, confident expression, alluring, hand raised shading eyes, outdoor setting, stone steps, warm sunlight, soft shadows, poised, stylish, casual chic, relaxed pose, elegant, bright, clear skin, manicured nails, light-colored."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824351_lara_(16).png,"Beautiful woman, long wavy blonde-brown hair, glamorous makeup, dark eyes, red lipstick, direct gaze, serious, confident expression, seated inside a luxury car, dark interior, night city skyline visible, wearing a black blazer, open, revealing a deep red low-cut top, black leather gloves, bare legs crossed, thigh exposed, sophisticated, elegant, sensual posture, evening, urban setting"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824351_lara_(20).png,"Woman wearing white twisted crop top, maroon straps, white high-waisted pants. Standing on a rooftop balcony, city skyline, buildings, palm trees in background. Confident facial expression, direct gaze, dark eye makeup, reddish lips, slight smile. Right hand raised in wavy brown hair, posing with an upright, alluring body language, daytime outdoor setting, necklace, bracelet."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824352_lara_(21).png,"Female character, long wavy brown hair, blonde highlights, dark red spaghetti strap top, sweetheart neckline, significant cleavage, sitting at wooden desk, indoors, typing on silver laptop, focused expression, engaged posture, professional setting, neutral facial features, subtle makeup, silver ring on left finger, hands on keyboard, profile view, textured wall background, ample bust, confident pose, busy, concentrating, well-groomed appearance"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824353_lara_(17).png,"Female character, black top, beige blazer, gold necklace, holding red wine glass, outdoor patio, restaurant atmosphere, palm trees, sunset lighting, broad smile, laughing expression, joyful, happy, engaging, relaxed posture, visible cleavage, elegant style, social setting, natural light, long wavy hair, wooden table, dark chairs, metal railing, warm ambiance, evening, enjoying drinks"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824353_lara_(2).png,"Woman, seated, vintage car, convertible, straw hat, wide brim, aviator sunglasses, dark red top, low cut, thin straps, ruched front, gold necklace, gold bracelet, wavy blonde hair, sun-kissed, direct gaze, confident expression, slightly parted lips, rocky coastline, distant ocean, sunny day, clear sky, vacation, travel, elegant, stylish, relaxed posture, arm resting, holding sunglasses."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824353_lara_(9).png,"Female, white short-sleeved t-shirt, black round sunglasses, long wavy light brown hair, light pink lips, sitting inside a car, red leather interior, taking a selfie, neutral facial expression, relaxed posture, clear blue sky, green field background, sunny daytime, casual everyday attire, direct gaze, head and upper torso visible, vehicle interior, natural light"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824354_lara_(5).png,"Woman, seated, coffee shop, direct gaze, serious expression, full makeup, messy bun, cream satin long-sleeved button-up shirt, black skirt, sheer stockings, holding white coffee mug, gold watch, rings, poised, indoor, blurred background, window view"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824354_lara_(10).png,"Woman, long light brown hair, dark sunglasses, black frame, red low-cut top, spaghetti straps, prominent cleavage, gold hoop earrings, chunky gold cuff bracelet, holding phone for selfie, hand displaying peace sign, confident, alluring expression, full pink lips, indoor setting, modern cafe, blurred background, tables, chairs, large window, street view, stylish, fashionable, casual attire, direct gaze, well-groomed appearance."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824356_lara_(11).png,"Stylish woman, long wavy brown hair, blonde highlights, dark sunglasses, black long-sleeved scoop neck top, black high-waisted pants, black belt, silver buckle, holding black smartphone, taking selfie, inside modern elevator, brushed metallic walls, confident expression, slight pout, poised, full lips, white painted nails, upright posture, fashionable, urban setting."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824356_lara_(4).png,"Attractive woman, long wavy blonde hair, round sunglasses, hoop earrings, dark ribbed strap dress, black attire, standing, looking over right shoulder, city skyline backdrop, night time, dark blue sky, blurred bokeh lights, urban view, balcony, metal railing, arms resting on railing, confident gaze, defined facial features, subtle pink lipstick, calm expression, elegant posture, evening scene"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824357_lara_(8).png,"Young woman, long wavy hair, blonde highlights, maroon headband, dark round sunglasses, gold frames, striking eye makeup, winged eyeliner, pink lipstick, direct gaze, confident expression, seated inside car, driver's seat, deep red top, thin straps, very prominent cleavage, sunny outdoor setting, trees visible, clear sky, posing for close-up photo, alluring, self-assured"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/videos/1751824357_Lara_V_08.mp4,"Female, long brown wavy hair, confident, smiling, standing, outdoor, night, cityscape background, tall buildings, rooftop, balcony, wearing black leather jacket, black crop top, showing midriff, black pleated mini skirt, red lipstick, dark eye makeup, pleasant expression, direct gaze, alluring, urban setting, stylish outfit, attractive, modern, posing, vibrant city lights."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/videos/1751824357_Lara_V_09.mp4,"Young woman, long wavy brown hair, wearing white vertically striped button-down shirt, partially unbuttoned revealing cleavage, black trousers, black sunglasses, gold necklace, silver watch, ring, black shoulder bag. Walking confidently on a paved urban street flanked by reddish-brown brick buildings under daylight. Neutral expression."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/videos/1751824359_Lara_V_04.mp4,"female, elegant, long wavy blonde brown hair, beige blazer, black low-cut top, prominent cleavage, chunky gold necklace, gold bracelet, white manicured nails, holding wine glass, sipping red wine, side profile, focused, outdoor patio, wooden table, blurred palm trees, warm sunset light, relaxed, sophisticated, confident."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/videos/1751824361_Lara_V_10.mp4,"Woman, wearing, cream, open, blazer, dark, red, ribbed, top, deep, cleavage, white, pants, sitting, marble, stairs, grand, building, classical, columns, dark, door, background, direct, gaze, serious, thoughtful, expression, confident, posture, right, hand, gently, touching, chin, long, brown, wavy, hair, well-defined, eyes, eyeliner, full, lips, pearl, earrings, elegant, poised, alluring"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/videos/1751824362_Lara_V_05.mp4,"Woman sitting on a stone ledge, wearing a cream blazer over a matching mini dress. She carries a brown shoulder bag with a gold clasp. Her long wavy brown hair frames a face with dark eye makeup and red lipstick. She has a contemplative expression, looking to her right. The background features a classic stone building facade with a dark wooden door, suggesting an urban or architectural setting. Her posture is relaxed, with one hand resting on her knee."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824362_lara_(24).png,"Attractive woman, flowing brown hair, wearing stylish dark sunglasses, white striped button-up shirt, black fitted pants, carrying a black leather shoulder bag, subtle gold necklace, silver watch, ring, serious yet confident expression, standing upright, posing, looking directly at camera, urban alleyway background, warm brick buildings, sunny daytime, fashionable, modern"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824362_lara_(12).png,"Woman, long, brown, hair, wearing, white, ruched, strapless, top, maroon, shoulder, strap, round, dark, sunglasses, gold, frames, silver, necklace, pendant, bracelet, light, pink, nail, polish, holding, light-colored, smartphone, taking, selfie, indoors, textured, brown, wall, confident, pleasant, expression, slight, smile, posing, upright, attractive, fashionable, modern, accessory, stylish, apparel"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824362_lara_(7).png,"Woman, sitting, marble stairs, white blazer, cream pants, deep red top, long brown hair, direct gaze, serious expression, confident, hand on chin, thoughtful pose, pearl earrings, dark eye makeup, light pink lips, elegant, stylish, formal attire, indoor setting, columns, wooden door, relaxed posture"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/videos/1751824362_Lara_V_07.mp4,"Woman, long ombre hair, full makeup, bold eyes, rosy lips, direct gaze, serious expression, wearing, beige, tan, plaid blazer, black low-cut top, prominent cleavage, black short skirt, black belt, gold buckle, rings, bracelet, sitting, hands clasped, composed body language, indoor, modern office, blurred background, tables, textured wall, upright posture."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/videos/1751824363_Lara_V_06.mp4,"Female, white button-up shirt, gold framed sunglasses, gold ring, thin gold bracelet, gold watch, white nail polish, long wavy brown hair, outdoor cafe, patio, wooden table, brick building, glass storefront, drinking, sipping, iced coffee, white straw, clear glass, relaxed, enjoying, casual, stylish, bright daylight, urban setting, natural pose"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/videos/1751824363_Lara_V_02.mp4,"Attractive woman, white, twisted crop top, exposed midriff, matching high-waisted pants, burgundy shoulder strap, long wavy brown hair, dark eye makeup, pink lipstick, confident expression, direct gaze, arm raised, hand touching hair, poised posture, standing outdoors, urban cityscape background, buildings, distant palm trees, clear blue sky, sunny day, silver necklace, delicate bracelet."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/videos/1751824364_Lara_V_03.mp4,"Female, blonde hair, serene, sunglasses, beige straw hat, wide brimmed, maroon top, bustier style, thin straps, golden necklace, pendant, dangling earrings, bracelet, inside, convertible car, brown leather seat, outdoors, sunny, bright, daylight, coastal, rocky mountains, ocean background, horizon, hand adjusting hat, relaxed, calm, pensive, looking away, profile, side view, traveling, enjoying, scenery, clear sky"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824364_lara_(6).png,"Woman, wavy blonde hair, shoulder length, black turtleneck, tan trench coat, beige outerwear, stylish, fashionable, tortoiseshell sunglasses, dark lenses, silver necklace, standing, cobblestone street, European city, urban setting, old buildings, blurred background, cars, people, neutral expression, calm, confident, looking away, sophisticated, chic, elegant, daytime, street style, poised."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824365_lara_(13).png,"Brown hair, light skin, yellow collared shirt, long sleeves, button-up, two front pockets, aviator sunglasses, gold frame, gradient lenses, gold hoop earrings, delicate bracelet, light pink lips, natural makeup, inside car, passenger seat, black interior, window view, blurred background, green trees, blue sky, bright sunny day, sitting, relaxed posture, calm expression, casual, stylish, fashionable, confident, poised, composed, serene, looking sideways, head tilted, hand near hair"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/videos/1751824365_Lara_V_01.mp4,"Woman, long wavy blonde hair, light skin tone, white knitted off-shoulder sweater, exposed shoulder, hint of cleavage, round light-tinted sunglasses, pink lipstick, confident expression, direct gaze, alluring, head tilted, hand near neck, golden hour sunlight, outdoor setting, building exterior, stone staircase background, relaxed pose"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824365_lara_(25).png,"woman, long wavy brown hair, white cat-eye sunglasses, gold choker necklace, light blue off-shoulder loose blouse, puffed sleeves, colorful pastel patterned scarf, knotted scarf, serious facial expression, neutral, slightly parted lips, standing, outdoors, paved pathway, lush green grass, tall palm trees, tropical setting, relaxed posture, confident gaze, direct eye contact"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824367_lara_(14).png,"Young woman, long brown hair, sunglasses, beige one-piece swimsuit, black straps, gold bracelet, reclining, dark grey lounge chair, poolside, outdoor, sunny day, sparkling swimming pool, lush palm trees, white umbrellas, relaxed, confident, serene, direct gaze, slender physique, tanned skin, enjoying, vacation, luxurious resort setting, clear blue sky, inviting, warm, comfortable, tranquil atmosphere, posing for a picture"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/czlara/images/1751824369_lara_(1).png,"Female character, olive green baseball cap, round sunglasses, dark lenses, gold frames, green and white striped shirt dress, long sleeves, button-up, gold necklace, round pendant, gold bracelet, rings, white nails, gold watch, holding white coffee cup, travel mug, sitting, dark chair, outdoor setting, tropical, resort, palm trees, striped umbrella, sunny, relaxed, calm expression, direct gaze, stylish, chic, casual attire"
