S3_URL,50_word_description
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/images/1750492636_1749297360_2cadaca801c54bd09fc4872554601ecb.jpeg,"Female character, dark brown wavy hair, captivating gaze, parted lips, pearl drop earrings, sensual expression, confident pose, standing, leaning, indoor setting, warm beige wall, red satin bra, intricate white pearl embellishments, gold accents, matching red thong, delicate pearl strings, gold hardware, visible belly button piercing"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/videos/1750492637_1749297393_Athira(5).mp4,"blue, embellished, bra, briefs, lingerie, two-piece, set, white, pearls, fringe, shell, floral, patterns, dark, wavy, hair, sitting, sofa, light, cushions, indoor, room, ornate, gold, mirror, arched, doorway, wall, serene, gentle, smile, eyes, closed, looking, down, relaxed, posing, natural, light, skin, tone, slender, figure, intimate, setting, delicate, beautiful"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/images/1750492637_1749297378_7697f7215b404ecaa96b82a9807aa465.jpg,"Woman, alluring, confident, direct gaze, full lips, dark wavy hair, light cream bra, white lace trim, ribbed band, exposed midriff, visible navel, delicate straps, gold hoop earrings, warm skin tone, standing indoors, wooden dresser background, large mirror reflection, relaxed pose, hand near chin, subtle smile, sensual, intimate setting, soft lighting, brown eyes, clear complexion, natural makeup, elegant"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/images/1750492637_1749297377_satin(3).jpg,"Attractive woman, dark hair, short bob, smiling broadly, happy, direct gaze, sitting gracefully, light mint green, satin-like, one-piece, bodysuit, thin spaghetti straps, knotted bust detail, delicate gold chain necklace, modern bathroom, elegant beige tiled walls, clear glass shower partition, clean spa-like environment, relaxed posture, confident body language, pleasant facial expression, full lips, bright white teeth, large potted plant, woven basket, natural light, serene ambiance."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/images/1750492637_1749297412_299388830cbb4cde927e263bcda37a27.jpg,"Female, intricate, ornate, embroidered, corset, sheer, gold, brown, white, pearls, deep cleavage, elegant, alluring, confident, direct gaze, dark hair, full lips, large earrings, indoor, luxurious, archway, plants, warm lighting, upper body shot, posing"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/images/1750492637_1749297372_52060d4d436d4accac61d7524c7b534b.jpg,"Young woman, dark wavy hair, red strapless embroidered bodysuit, gold hoop earrings, standing, confident, direct gaze, calm expression, red lipstick, hands clasped. Indoors, bedroom, wooden vanity, arched wicker mirror, wall sconces, vases, white blossoms, autumn leaves, stacked books, wooden bed, warm elegant aesthetic."
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/videos/1750492637_1749297375_Athira(1).mp4,"female character, light skin, dark hair, curly, shoulder length, full makeup, closed eyes, serene expression, pink glossy lips, peach eyeshadow, winged eyeliner, sheer bra, floral embroidery, peach flowers, green leaves, pink bow, light pink straps, matching underwear, peach curtain background, draped fabric, holding white flowers, delicate, graceful pose, intimate setting"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/images/1750492638_1749297373_4855d3bcdb984cdea6e7c0a6f734c056.jpeg,"Attractive, female character, dark hair, alluring expression, thoughtful gaze, sensual pose, sitting comfortably, light blue tufted sofa, ornate classic furniture, elegant indoor room, light beige sheer lingerie set, adorned with green and iridescent jewels, intricate design, delicate fabric, luxurious appeal, hands raised, touching hair gently, head slightly tilted, looking upwards, relaxed, poised"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/images/1750492638_1749297409_4886231436d04a21bb55ccbe30572e09.jpg,"Young woman, dark brown hair, olive green silky romper, black lace trim, deep V-neckline, thin black straps, golden hoop earrings, golden bracelet, seated on a bed, bedroom setting, wooden headboard, beige pillows, light background, direct eye contact, alluring gaze, soft parted lips, one finger gently touching lips, confident pose, relaxed body language, intimate atmosphere, subtle smile"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/videos/1750492638_1749297361_Athira(10).mp4,"Woman, dark hair, eyes downcast, serene, lips parted, subtle makeup, gold earrings, graceful hand touching neck, elegant, ornate, gray, brown, corset, bralette, gold floral pattern, pearl embellishments, intimate wear, indoor setting, soft lighting, green plant, decorative light fixture, luxurious, feminine, alluring, gentle, thoughtful posture"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/images/1750492638_1749297356_4c42ae68b12c43bd82bba8606592d15f.jpeg,"Female character, confident, direct gaze, alluring, long dark hair, light green, sage, halter-neck bodysuit, sparkling, silver, rhinestones, crystals, deep V-neckline, revealing cleavage, high-cut, legs, hips, elegant, posed, leaning, marble counter, wooden cabinets, indoor, kitchen, bar, soft lighting, sophisticated, expressive eyes, full lips, relaxed posture, hand near face, chic, glamorous, choker, jewelry"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/images/1750492638_1749297389_satin.jpg,"Young woman, sitting comfortably, indoor setting, modern couch, soft pillows, wearing maroon, burgundy, two-piece bikini, triangle bra, minimal thong bottom, confident direct gaze, alluring facial expression, relaxed body language, dark hair, long eyelashes, full lips, slender physique, navel piercing visible, warm natural light, elegant background art, decorative blanket, gold colored bracelet, stylish earrings, well-groomed appearance"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/videos/1750492638_1749297407_Athira(8).mp4,"standing, leaning, indoors, warm lighting, direct eye contact, confident, sensual, slightly parted lips, alluring, dark brown wavy hair, brown eyes, light skin, wearing light brown beige lace bra, intricate floral pattern, matching thong, lingerie set, elegant, delicate, subtle gold accent, shoulder strap, plain wall background, soft shadows, poised body language, appealing"
https://futraichat.s3.ap-south-1.amazonaws.com/app_content/athira/images/1750492638_1749297386_4618460f93cf4e048f923b62459b1b97(1).jpg,"female character, white gold patterned bra, matching high-cut briefs, intricate lace trim, pearl details, long dangling gold earrings, navel piercing, luxurious indoor setting, large green potted plant, ornate wooden furniture, decorative mirror, patterned rug, arched doorway, direct gaze, alluring facial expression, slightly parted lips, confident posture, dark flowing hair, well-lit environment, exotic ambiance, standing upright, facing camera, full body shot"
